image_id,acute_iou,acute_ari,acute_boundary_f1,acute_boundary_iou,v9_iou,v9_ari,v9_boundary_f1,v9_boundary_iou,delta_iou_vs_v9,delta_ari_vs_v9,delta_boundary_f1_vs_v9,delta_boundary_iou_vs_v9,proposal_count_dense,dense_candidate_count,source,switched,ambiguous_flag,abstained_flag,decision_margin,decision_top1_score,decision_top2_score,top1_gain_dense,top2_gain_dense,gain_margin_dense,top1_prob_dense,top2_prob_dense,prob_margin_dense,plausible_candidate_count,support_concentration,selected_support,core_union_iou,final_union_iou,selected_dense_rank,topk_oracle_recoverable,topk_oracle_gain_iou,mask_change_core_to_final,best_pred_score,best_pred_gain,best_pred_prob,audit_case_dir
122,0.9047257486457367,0.8176948513912358,0.1888813663904291,0.19166558819723048,0.9047257486457367,0.8176948513912358,0.1888813663904291,0.19166558819723048,0.0,0.0,0.0,0.0,35,13,v9_keep,0,0,0,-0.13005374372005463,0.13005374372005463,0.125748872756958,0.13005374372005463,0.125748872756958,0.004304870963096619,0.3075895607471466,0.1603037416934967,0.1472858190536499,7,0.09496621042490005,0.6236521601676941,0.5303869370893356,0.5303869370893356,0,1,0.01272551382832332,0.0,0.0,0.0,0.3075895607471466,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/122
125,0.9216625538253174,0.9012459820531395,0.7026091242707767,0.41927497789566753,0.9216625538253174,0.9012459820531395,0.7026091242707767,0.41927497789566753,0.0,0.0,0.0,0.0,51,13,v9_keep,0,0,0,-0.171334370970726,0.171334370970726,0.1672670841217041,0.171334370970726,0.1672670841217041,0.004067286849021912,0.21319633722305298,0.2071259766817093,0.006070360541343689,10,0.09989491105079651,0.5869193077087402,0.4234185733512786,0.4234185733512786,0,1,0.018708780727447527,0.0,0.0,0.0,0.21319633722305298,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/125
128,0.4909586989059974,0.4510629142216618,0.3678929765886288,0.19935197817189632,0.4909586989059974,0.4510629142216618,0.3678929765886288,0.19935197817189632,0.0,0.0,0.0,0.0,36,12,v9_keep,0,0,0,-0.7078471779823303,0.7078471779823303,0.692173957824707,0.7078471779823303,0.692173957824707,0.01567322015762329,0.001698249252513051,2.113620394084137e-05,0.0016771130485722097,2,0.11761468648910522,0.4177992045879364,0.14817295776534817,0.14817295776534817,0,1,0.3862184203490685,0.0,0.0,0.0,4.4325197072126094e-16,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/128
129,0.9504294602127139,0.8833666833335333,0.8066061345549642,0.5599244696212373,0.9504294602127139,0.8833666833335333,0.8066061345549642,0.5599244696212373,0.0,0.0,0.0,0.0,37,11,v9_keep,0,0,0,-0.5106503963470459,0.5106503963470459,0.3765334188938141,0.5106503963470459,0.3765334188938141,0.1341169774532318,1.547226465058258e-14,9.60517660521268e-18,1.5462659473977368e-14,1,0.145148366689682,0.22843854129314423,0.574656556039173,0.574656556039173,0,0,-0.3706173507423465,0.0,0.0,0.0,1.547226465058258e-14,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/129
13,0.8319346790628521,0.7084174605266905,0.006054490413723512,0.016474464579901153,0.8319346790628521,0.7084174605266905,0.006054490413723512,0.016474464579901153,0.0,0.0,0.0,0.0,36,13,v9_keep,0,0,0,-0.5411376953125,0.5411376953125,0.5391652584075928,0.5411376953125,0.5391652584075928,0.0019724369049072266,2.989143695231178e-06,1.1286675771771115e-06,1.8604761180540663e-06,4,0.11583349108695984,0.48941394686698914,0.3059102601623512,0.3059102601623512,0,1,0.0800213331861408,0.0,0.0,0.0,1.4990148065972125e-13,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/13
134,0.965149936317688,0.927862566392213,0.9223467839038683,0.6172563069114794,0.019061441702889658,0.002375608650502428,0.0,0.0,0.9460884946147983,0.9254869577417105,0.9223467839038683,0.6172563069114794,35,10,acute_learned_rescue,1,0,0,0.0,0.8216757774353027,0.8216757774353027,0.8216757774353027,0.8216757774353027,0.0,0.935858428478241,0.9354880452156067,0.00037038326263427734,2,0.12765857577323914,0.2849820554256439,0.0004829051574270813,0.5419001673082858,1,1,0.01136314868927002,0.51806640625,0.8216757774353027,0.8216757774353027,0.6731221079826355,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/134
139,0.8547071644489393,0.7633646518301711,0.5822297134601494,0.36308521387672615,0.8547071644489393,0.7633646518301711,0.5822297134601494,0.36308521387672615,0.0,0.0,0.0,0.0,35,13,v9_keep,0,0,0,-0.12191841006278992,0.12191841006278992,0.11260589957237244,0.12191841006278992,0.11260589957237244,0.00931251049041748,0.0022784671746194363,0.0016091841971501708,0.0006692829774692655,5,0.10978277772665024,0.4821578860282898,0.5828253252052032,0.5828253252052032,0,0,-0.009000522774897601,0.0,0.0,0.0,0.0013837285805493593,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/139
14,0.9769615805317832,0.9580271128834078,0.8607928917759524,0.5185936443542934,0.9769615805317832,0.9580271128834078,0.8607928917759524,0.5185936443542934,0.0,0.0,0.0,0.0,37,12,v9_keep,0,0,0,-0.3866778612136841,0.3866778612136841,0.3653078079223633,0.3866778612136841,0.3653078079223633,0.0213700532913208,0.00015132460976019502,1.8758810256258585e-06,0.00014944872873456916,1,0.11516279727220535,0.3726113438606262,0.4465278315398312,0.4465278315398312,0,0,-0.015889552848525113,0.0,0.0,0.0,1.4233776244614592e-24,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/14
142,0.8932356608339583,0.9260753562068402,0.9147834828206861,0.7228577595510468,0.8932356608339583,0.9260753562068402,0.9147834828206861,0.7228577595510468,0.0,0.0,0.0,0.0,35,9,v9_keep,0,0,0,-0.3441621661186218,0.3441621661186218,0.31891924142837524,0.3441621661186218,0.31891924142837524,0.025242924690246582,0.045521050691604614,0.014346649870276451,0.031174400821328163,1,0.14866062998771667,0.30974218249320984,0.11385767790262172,0.11385767790262172,0,1,0.005874119954463297,0.0,0.0,0.0,0.045521050691604614,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/142
149,0.8903379265067521,0.7701672188408945,0.552986647504939,0.3327345053252919,0.8903379265067521,0.7701672188408945,0.552986647504939,0.3327345053252919,0.0,0.0,0.0,0.0,35,13,v9_keep,0,0,0,-0.07221750915050507,0.07221750915050507,0.07170797884464264,0.07221750915050507,0.07170797884464264,0.0005095303058624268,7.537071112357057e-15,6.622273050262117e-19,7.536408885052031e-15,2,0.1081208884716034,0.5267695188522339,0.5976772275387903,0.5976772275387903,0,0,-0.0709580007789079,0.0,0.0,0.0,7.669620386105733e-39,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/149
15,0.8564773656667385,0.7684846359588393,0.5778812910301704,0.34275133726512136,0.8564773656667385,0.7684846359588393,0.5778812910301704,0.34275133726512136,0.0,0.0,0.0,0.0,34,12,v9_keep,0,0,0,-0.07322070002555847,0.07322070002555847,0.06871902942657471,0.07322070002555847,0.06871902942657471,0.004501670598983765,0.2789471447467804,0.008755155839025974,0.2701919889077544,3,0.11580117046833038,0.5355110168457031,0.4818494682195563,0.4818494682195563,0,1,0.07869441730368998,0.0,0.0,0.0,0.00031141360523179173,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/15
16,0.3699756003586234,0.052656683322479955,0.13658744669595613,0.0841174561972745,0.3699756003586234,0.052656683322479955,0.13658744669595613,0.0841174561972745,0.0,0.0,0.0,0.0,35,11,v9_keep,0,0,0,-0.11601315438747406,0.11601315438747406,0.05129529535770416,0.11601315438747406,0.05129529535770416,0.0647178590297699,0.00037048369995318353,0.00032147124875336885,4.901245119981468e-05,1,0.12630458176136017,0.3150406777858734,0.40258796568010957,0.40258796568010957,0,1,0.5133203529151498,0.0,0.0,0.0,6.090381532430911e-10,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/16
17,0.037749793070717304,-0.0009246668550430508,0.0,0.0,0.037749793070717304,-0.0009246668550430508,0.0,0.0,0.0,0.0,0.0,0.0,36,11,margin_keep_core,0,0,0,-0.0063343048095703125,0.7703238725662231,0.7639895677566528,0.7703238725662231,0.7639895677566528,0.0063343048095703125,0.6348371505737305,0.5009662508964539,0.1338708996772766,4,0.12832042574882507,0.3384639620780945,0.010257245197004234,0.010257245197004234,3,1,0.9272021989641948,0.0,0.0,0.0,0.5009662508964539,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/17
175,0.8599427241772868,0.8148765054831547,0.8097599315545204,0.5974648852346695,0.8599427241772868,0.8148765054831547,0.8097599315545204,0.5974648852346695,0.0,0.0,0.0,0.0,35,10,v9_keep,0,0,0,-0.36536523699760437,0.36536523699760437,0.22671066224575043,0.36536523699760437,0.22671066224575043,0.13865457475185394,2.100778829117189e-06,1.5455810188549218e-14,2.100778813661379e-06,1,0.17544808983802795,0.20106668770313263,0.3138344394711118,0.3138344394711118,0,0,-0.2807896036595561,0.0,0.0,0.0,2.100778829117189e-06,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/175
176,0.5430481648172596,0.6371138456183053,0.638880473950297,0.4409266409266409,0.08815870622886288,-0.06703178597585664,0.31491594379910803,0.16389513108614231,0.4548894585883967,0.704145631594162,0.323964530151189,0.2770315098404986,36,11,acute_learned_rescue,1,0,0,0.00035691261291503906,0.6213675141334534,0.6210106015205383,0.6213675141334534,0.6210106015205383,0.00035691261291503906,0.993164598941803,0.9926226735115051,0.0005419254302978516,3,0.12673676013946533,0.5236765146255493,0.034536549364285955,0.07187782364509328,1,1,0.28279733657836914,0.1417694091796875,0.6213675141334534,0.6213675141334534,0.9912563562393188,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/176
178,0.09608852563396643,-0.016543783909244544,0.0,0.0,0.09608852563396643,-0.016543783909244544,0.0,0.0,0.0,0.0,0.0,0.0,36,11,v9_keep,0,0,0,-0.7648775577545166,0.7648775577545166,0.7182800769805908,0.7648775577545166,0.7182800769805908,0.04659748077392578,8.518513151811735e-12,2.356078656826077e-12,6.162434494985658e-12,1,0.12825997173786163,0.39400118589401245,0.0425531914893617,0.0425531914893617,0,1,0.7107590466926937,0.0,0.0,0.0,8.518513151811735e-12,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/178
18,0.9727849270305228,0.9712421417433353,0.9805583030695184,0.8281860828772478,0.9727849270305228,0.9712421417433353,0.9805583030695184,0.8281860828772478,0.0,0.0,0.0,0.0,36,11,v9_keep,0,0,0,-0.08672423660755157,0.08672423660755157,0.0807131975889206,0.08672423660755157,0.0807131975889206,0.0060110390186309814,4.872319914284162e-05,3.7783327570650727e-05,1.0939871572190896e-05,4,0.12209220975637436,0.41046997904777527,0.6202929281030353,0.6202929281030353,0,0,-0.001166811128575751,0.0,0.0,0.0,4.872319914284162e-05,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/18
180,0.8498539935152268,0.7347786975661554,0.010506798516687269,0.05462973181768017,0.8498539935152268,0.7347786975661554,0.010506798516687269,0.05462973181768017,0.0,0.0,0.0,0.0,35,11,v9_keep,0,0,0,-0.10933317989110947,0.10933317989110947,0.1019742488861084,0.10933317989110947,0.1019742488861084,0.007358931005001068,0.27633896470069885,0.007483324501663446,0.2688556401990354,3,0.11951228976249695,0.6227922439575195,0.41012140733399405,0.41012140733399405,0,1,0.060208259959962374,0.0,0.0,0.0,0.007483324501663446,/home/galoren/TextureSAM-v2/reports/release_swinb_full256_audit/texturesam2_acute_learned_rescue/diagnostics/audit_cases/180
