method,full256_miou,full256_ari,full256_num_pred_image_ids,common253_miou,common253_ari,common253_num_pred_image_ids
compatibility_only_core,0.45426016312202716,0.6786438598939043,256,0.4557919994314633,0.6812081078590664,253
repair_only_prob,0.4834514626765975,0.6101314312745291,256,0.487589173459749,0.6148293323005168,253
ranking_only_gain,0.45361988109526236,0.4304905167294391,256,0.4559018595693498,0.43332926093889934,253
union_heuristic,0.46990459448891303,0.16216887403846345,256,0.47058102764846393,0.1622054343466619,253
intersection_heuristic,0.2732907491428554,0.2972188035847701,256,0.2766194048319468,0.30069477806747974,253
lightweight_reranker,0.40038921766120034,0.36293441269658094,256,0.40271370052075356,0.3642177734180357,253
