image_id,proposal_count,single_candidate_count,single_iou,single_ari,single_index,component_candidate_count,component_iou,component_ari,component_index,topk_candidate_count,topk_iou,topk_ari,topk_index,rescue_candidate_count,rescue_iou,rescue_ari,rescue_index,rescue_idx_dense,core_iou,core_ari,final_iou,final_ari,upper_candidate_count,upper_iou,upper_ari,upper_index,gain_single_vs_core_iou,gain_component_vs_core_iou,gain_topk_vs_core_iou,gain_rescue_vs_core_iou,gain_upper_vs_final_iou,gain_upper_vs_final_ari
121,37,37,0.8819821397281387,0.7326878706525104,31,1,0.6091118212826191,0.00743623322151248,0,5,0.9188776913628276,0.8116646475730365,4,12,0.9188776913628276,0.8116646475730365,10,10,0.13438905180788116,0.06926251732338394,0.13438905180788116,0.06926251732338394,51,0.9188776913628276,0.8116646475730365,43,0.7475930879202575,0.4747227694747379,0.7844886395549464,0.7844886395549464,0.7844886395549464,0.7424021302496525
122,35,35,0.915993439831999,0.8382996040706253,27,1,0.560521703267415,0.048166937376162934,0,5,0.9174512543251003,0.8409841790591505,4,13,0.9174512543251003,0.8409841790591505,11,11,0.9047257486457367,0.8176948513912358,0.9047257486457367,0.8176948513912358,50,0.9174512543251003,0.8409841790591505,41,0.011267691186262252,-0.3442040453783217,0.012725505679363591,0.012725505679363591,0.012725505679363591,0.023289327667914694
125,51,51,0.940221989941067,0.9260541462823708,36,2,0.9097143930810329,0.8837149842380214,0,5,0.9345975810017689,0.9192023673713531,4,13,0.9403713105323758,0.9262362970568899,0,0,0.9216625538253174,0.9012459820531395,0.9216625538253174,0.9012459820531395,67,0.9403713105323758,0.9262362970568899,59,0.018559436115749617,-0.011948160744284508,0.012935027176451563,0.018708756707058405,0.018708756707058405,0.024990315003750374
128,36,36,0.8744227618035912,0.6681678476618147,32,1,0.6529095971317004,-0.04182106544522558,0,5,0.8771771140074102,0.6701079549367808,4,12,0.8771771140074102,0.6701079549367808,10,10,0.4909586989059974,0.4510629142216618,0.4909586989059974,0.4510629142216618,50,0.8771771140074102,0.6701079549367808,42,0.3834640628975938,0.16195089822570297,0.38621841510141275,0.38621841510141275,0.38621841510141275,0.219045040715119
129,37,37,0.6196903077781698,0.47942243374319815,31,1,0.6124020647823919,0.06321544193687056,0,5,0.33319385645285715,0.016955294598752134,3,11,0.5798120886288837,0.03618951780806276,10,10,0.9504294602127139,0.8833666833335333,0.9504294602127139,0.8833666833335333,50,0.9504294602127139,0.8833666833335333,0,-0.3307391524345441,-0.338027395430322,-0.6172356037598568,-0.37061737158383024,0.0,0.0
13,36,36,0.9483149249477533,0.891710457192742,1,1,0.554705872941343,0.01994150254035368,0,5,0.911956031115652,0.8078326178865134,1,13,0.911956031115652,0.8078326178865134,8,8,0.8319346790628521,0.7084174605266905,0.8319346790628521,0.7084174605266905,51,0.9483149249477533,0.891710457192742,2,0.11638024588490115,-0.27722880612150913,0.08002135205279992,0.08002135205279992,0.11638024588490115,0.18329299666605148
134,35,35,0.9644662718446787,0.9263345378496188,24,1,0.5373085441548846,0.006347630487693695,0,5,0.9765130723646497,0.950993083417029,4,10,0.9765130723646497,0.950993083417029,8,8,0.019061441702889658,0.002375608650502428,0.965149936317688,0.927862566392213,47,0.9765130723646497,0.950993083417029,41,0.945404830141789,0.5182471024519949,0.95745163066176,0.95745163066176,0.011363136046961708,0.023130517024816055
139,35,35,0.8503679188788144,0.7571151451733834,29,1,0.6108783753002803,0.2276327810443339,0,5,0.8457066347174317,0.7502568094942001,4,13,0.8457066347174317,0.7502568094942001,11,11,0.8547071644489393,0.7633646518301711,0.8547071644489393,0.7633646518301711,50,0.8547071644489393,0.7633646518301711,0,-0.004339245570124994,-0.24382878914865902,-0.009000529731507667,-0.009000529731507667,0.0,0.0
14,37,37,0.9549656517655981,0.9051323541823226,31,1,0.5409265224719422,0.001397149626659707,0,5,0.9610720040681846,0.9177185188930423,4,12,0.9610720040681846,0.9177185188930423,10,10,0.9769615805317832,0.9580271128834078,0.9769615805317832,0.9580271128834078,51,0.9769615805317832,0.9580271128834078,0,-0.021995928766185058,-0.436035058059841,-0.015889576463598565,-0.015889576463598565,0.0,0.0
142,35,35,0.9087143295349998,0.9367775457721276,13,1,0.7007982173643552,-0.08883107506763696,0,4,0.8991097922715265,0.9292713936346019,2,9,0.8991097922715265,0.9292713936346019,6,6,0.8932356608339583,0.9260753562068402,0.8932356608339583,0.9260753562068402,46,0.9087143295349998,0.9367775457721276,14,0.01547866870104142,-0.19243744346960312,0.0058741314375682085,0.0058741314375682085,0.01547866870104142,0.010702189565287346
149,35,35,0.8902120082330137,0.773652547131005,29,1,0.6057774455350174,0.10156505821622074,0,5,0.8193799527295443,0.6427805537618837,4,13,0.8193799527295443,0.6427805537618837,11,11,0.8903379265067521,0.7701672188408945,0.8903379265067521,0.7701672188408945,50,0.8903379265067521,0.7701672188408945,0,-0.00012591827373842346,-0.2845604809717347,-0.0709579737772078,-0.0709579737772078,0.0,0.0
15,34,34,0.9386983849115336,0.9077567573897778,0,1,0.494949080156671,0.04788050770018551,0,4,0.9351718047489757,0.9033848896365883,2,12,0.9351718047489757,0.9033848896365883,9,9,0.8564773656667385,0.7684846359588393,0.8564773656667385,0.7684846359588393,47,0.9386983849115336,0.9077567573897778,1,0.08222101924479508,-0.3615282855100675,0.07869443908223717,0.07869443908223717,0.08222101924479508,0.13927212143093848
16,35,35,0.6558310564064864,0.34552404222685723,29,1,0.8079488604760019,0.5898727935942395,0,4,0.41074959554091894,0.08131656656499371,3,11,0.8832959443427941,0.7372893887390932,10,10,0.3699756003586234,0.052656683322479955,0.3699756003586234,0.052656683322479955,48,0.8832959443427941,0.7372893887390932,47,0.285855456047863,0.43797326011737847,0.04077399518229552,0.5133203439841707,0.5133203439841707,0.6846327054166133
17,36,36,0.9638171349433224,0.9310399122128962,32,1,0.5034828244266802,0.0013468277275403733,0,5,0.9649520213907032,0.9331613227810174,1,11,0.9649520213907032,0.9331613227810174,6,6,0.037749793070717304,-0.0009246668550430508,0.037749793070717304,-0.0009246668550430508,49,0.9649520213907032,0.9331613227810174,39,0.9260673418726051,0.46573303135596295,0.9272022283199859,0.9272022283199859,0.9272022283199859,0.9340859896360604
175,35,35,0.7835282520016869,0.7206919268473859,30,1,0.6059951597576724,-0.035508635514577114,0,5,0.4872531665927513,0.09096389192504155,4,10,0.5791531251462811,-0.025670827289663307,9,9,0.8599427241772868,0.8148765054831547,0.8599427241772868,0.8148765054831547,47,0.8599427241772868,0.8148765054831547,0,-0.07641447217559993,-0.2539475644196144,-0.3726895575845355,-0.28078959903100564,0.0,0.0
176,36,36,0.6369252237829942,0.10844524996688884,0,1,0.8252635596037061,0.18122753489558405,0,4,0.5485186191825425,0.6417279626483532,3,11,0.8258454682886515,0.18594925405087492,10,10,0.08815870622886288,-0.06703178597585664,0.5430481648172596,0.6371138456183053,49,0.8258454682886515,0.18594925405087492,48,0.5487665175541313,0.7371048533748432,0.4603599129536796,0.7376867620597886,0.28279730347139187,-0.4511645915674304
